ID,Date,Alp,TL,BTL,P1,Problem 2 Icon,P3,AddCon
19695,4/21/2013 0:00,Low,Low,Low,WindSlabs.png,LooseDry.png,,NOICON.gif
19696,4/23/2013 0:00,Moderate,Moderate,Moderate,LooseWet.png,WindSlabs.png,,Cornice.png
19697,4/25/2013 0:00,Moderate,Moderate,Moderate,LooseWet.png,WindSlabs.png,,Cornice.png
19698,4/27/2013 0:00,Moderate,Moderate,Moderate,WindSlabs.png,LooseWet.png,,Cornice.png
19699,4/28/2013 0:00,Moderate,Moderate,Moderate,WindSlabs.png,LooseWet.png,,NOICON.gif
19700,4/30/2013 0:00,No Rating,No Rating,No Rating,LooseWet.png,NOICON.gif,,NOICON.gif
19701,5/1/2013 0:00,No Rating,No Rating,No Rating,LooseWet.png,NOICON.gif,,NOICON.gif
19702,11/5/2013 0:00,No Rating,No Rating,No Rating,NOICON.gif,NOICON.gif,,NOICON.gif
19703,11/9/2013 0:00,No Rating,No Rating,No Rating,NOICON.gif,NOICON.gif,,NOICON.gif
19704,11/11/2013 0:00,No Rating,No Rating,No Rating,NOICON.gif,NOICON.gif,,NOICON.gif
19705,11/13/2013 0:00,No Rating,No Rating,No Rating,NOICON.gif,NOICON.gif,,NOICON.gif
19706,11/17/2013 0:00,No Rating,No Rating,No Rating,WindSlabs.png,NOICON.gif,,NOICON.gif
19707,11/20/2013 0:00,No Rating,No Rating,No Rating,WindSlabs.png,NOICON.gif,,NOICON.gif
19708,11/21/2013 0:00,No Rating,No Rating,No Rating,NOICON.gif,NOICON.gif,,NOICON.gif
19709,11/22/2013 0:00,Considerable,Moderate,Moderate,StormSlabs.png,WindSlabs.png,,NOICON.gif
19710,11/23/2013 0:00,Moderate,Moderate,Moderate,StormSlabs.png,WindSlabs.png,,NOICON.gif
19711,11/24/2013 0:00,Moderate,Low,Low,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19712,11/26/2013 0:00,Moderate,Low,Low,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19713,11/28/2013 0:00,Moderate,Low,Low,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19714,11/29/2013 0:00,Moderate,Low,Low,WindSlabs.png,NOICON.gif,,NOICON.gif
19715,11/30/2013 0:00,Low,Low,Low,WindSlabs.png,NOICON.gif,,NOICON.gif
19716,12/1/2013 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19717,12/3/2013 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19718,12/4/2013 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19719,12/5/2013 0:00,Low,Low,Low,WindSlabs.png,NOICON.gif,,NOICON.gif
19720,12/6/2013 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19721,12/7/2013 0:00,Low,Low,Low,NOICON.gif,PersistentSlabs.png,,NOICON.gif
19722,12/8/2013 0:00,Low,Low,Low,LooseWet.png,NOICON.gif,,NOICON.gif
19723,12/9/2013 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19724,12/11/2013 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19725,12/12/2013 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19726,12/13/2013 0:00,Moderate,Low,Low,StormSlabs.png,NOICON.gif,,NOICON.gif
19727,12/14/2013 0:00,Moderate,Moderate,Moderate,WindSlabs.png,LooseDry.png,,NOICON.gif
19728,12/15/2013 0:00,Moderate,Moderate,Moderate,WindSlabs.png,LooseDry.png,,NOICON.gif
19729,12/16/2013 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,LooseDry.png,,NOICON.gif
19730,12/17/2013 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19731,12/18/2013 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19732,12/19/2013 0:00,Considerable,Moderate,Moderate,StormSlabs.png,PersistentSlabs.png,,NOICON.gif
19733,12/20/2013 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19734,12/21/2013 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19735,12/22/2013 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19736,12/23/2013 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19737,12/24/2013 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19738,12/25/2013 0:00,Moderate,Low,Low,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19739,12/26/2013 0:00,Moderate,Low,Low,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19740,12/27/2013 0:00,Moderate,Low,Low,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19741,12/28/2013 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19742,12/29/2013 0:00,Moderate,Low,Low,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19743,12/30/2013 0:00,Moderate,Low,Low,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19744,12/31/2013 0:00,Moderate,Low,Low,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19745,1/1/2014 0:00,Considerable,Considerable,Considerable,WindSlabs.png,PersistentSlabs.png,,NOICON.gif
19746,1/2/2014 0:00,Moderate,Moderate,Moderate,WindSlabs.png,PersistentSlabs.png,,NOICON.gif
19747,1/3/2014 0:00,Moderate,Low,Low,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19748,1/4/2014 0:00,Considerable,Moderate,Moderate,PersistentSlabs.png,StormSlabs.png,,NOICON.gif
19749,1/5/2014 0:00,High,Considerable,Considerable,PersistentSlabs.png,StormSlabs.png,,NOICON.gif
19750,1/6/2014 0:00,Considerable,Considerable,Considerable,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19751,1/7/2014 0:00,Considerable,Moderate,Moderate,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19752,1/8/2014 0:00,Considerable,Moderate,Moderate,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19753,1/9/2014 0:00,Considerable,Moderate,Moderate,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19754,1/10/2014 0:00,Considerable,Moderate,Moderate,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19755,1/11/2014 0:00,Considerable,Moderate,Moderate,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19756,1/12/2014 0:00,Considerable,Moderate,Moderate,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19757,1/13/2014 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19758,1/14/2014 0:00,Considerable,Moderate,Moderate,StormSlabs.png,PersistentSlabs.png,,NOICON.gif
19759,1/15/2014 0:00,Considerable,Moderate,Moderate,StormSlabs.png,PersistentSlabs.png,,NOICON.gif
19760,1/16/2014 0:00,Considerable,Moderate,Moderate,StormSlabs.png,PersistentSlabs.png,,NOICON.gif
19761,1/17/2014 0:00,High,High,High,LooseWet.png,StormSlabs.png,,PersistentSlabs.png
19762,1/18/2014 0:00,Considerable,Considerable,Considerable,LooseWet.png,PersistentSlabs.png,,StormSlabs.png
19763,1/19/2014 0:00,Considerable,Considerable,Considerable,DeepPersistentSlabs.png,LooseWet.png,,NOICON.gif
19764,1/20/2014 0:00,Considerable,Considerable,Considerable,WindSlabs.png,DeepPersistentSlabs.png,,LooseWet.png
19765,1/21/2014 0:00,Considerable,Considerable,Considerable,LooseWet.png,DeepPersistentSlabs.png,,StormSlabs.png
19766,1/22/2014 0:00,Considerable,Considerable,Considerable,LooseWet.png,DeepPersistentSlabs.png,,StormSlabs.png
19767,1/23/2014 0:00,High,High,High,LooseWet.png,DeepPersistentSlabs.png,,StormSlabs.png
19768,1/24/2014 0:00,High,High,High,LooseWet.png,DeepPersistentSlabs.png,,Cornice.png
19769,1/25/2014 0:00,Considerable,Considerable,Considerable,LooseWet.png,DeepPersistentSlabs.png,,NOICON.gif
19770,1/26/2014 0:00,High,High,High,LooseWet.png,DeepPersistentSlabs.png,,Cornice.png
19771,1/27/2014 0:00,High,High,High,LooseWet.png,DeepPersistentSlabs.png,,Cornice.png
19772,1/28/2014 0:00,Considerable,Considerable,Considerable,LooseWet.png,DeepPersistentSlabs.png,,icon-obs.gif
19773,1/29/2014 0:00,Considerable,Considerable,Considerable,LooseWet.png,DeepPersistentSlabs.png,,NOICON.gif
19774,1/30/2014 0:00,Moderate,Moderate,Moderate,DeepPersistentSlabs.png,LooseWet.png,,NOICON.gif
19775,1/31/2014 0:00,Moderate,Moderate,Moderate,DeepPersistentSlabs.png,WindSlabs.png,,LooseWet.png
19776,2/1/2014 0:00,Moderate,Low,Low,DeepPersistentSlabs.png,WindSlabs.png,,icon-obs.gif
19777,2/2/2014 0:00,Moderate,Low,Low,DeepPersistentSlabs.png,WindSlabs.png,,icon-obs.gif
19778,2/3/2014 0:00,Moderate,Low,Low,DeepPersistentSlabs.png,PersistentSlabs.png,,NOICON.gif
19779,2/4/2014 0:00,Moderate,Low,Low,DeepPersistentSlabs.png,WindSlabs.png,,icon-avalanche.gif
19780,2/5/2014 0:00,Moderate,Low,Low,PersistentSlabs.png,DeepPersistentSlabs.png,,icon-obs.gif
19781,2/6/2014 0:00,Moderate,Low,Low,PersistentSlabs.png,DeepPersistentSlabs.png,,icon-obs.gif
19782,2/7/2014 0:00,Moderate,Moderate,Moderate,WindSlabs.png,PersistentSlabs.png,,DeepPersistentSlabs.png
19783,2/8/2014 0:00,Considerable,Moderate,Moderate,WindSlabs.png,DeepPersistentSlabs.png,,NOICON.gif
19784,2/9/2014 0:00,Considerable,Moderate,Moderate,PersistentSlabs.png,DeepPersistentSlabs.png,,NOICON.gif
19785,2/10/2014 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,DeepPersistentSlabs.png,,NOICON.gif
19786,2/11/2014 0:00,Moderate,Low,Low,PersistentSlabs.png,DeepPersistentSlabs.png,,icon-obs.gif
19787,2/12/2014 0:00,Moderate,Low,Low,PersistentSlabs.png,LooseDry.png,,DeepPersistentSlabs.png
19788,2/13/2014 0:00,Moderate,Low,Low,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19789,2/14/2014 0:00,Considerable,Moderate,Moderate,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19790,2/15/2014 0:00,Considerable,Moderate,Moderate,StormSlabs.png,PersistentSlabs.png,,NOICON.gif
19791,2/16/2014 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,WindSlabs.png,,Cornice.png
19792,2/17/2014 0:00,Considerable,Moderate,Moderate,PersistentSlabs.png,StormSlabs.png,,Cornice.png
19793,2/18/2014 0:00,High,Considerable,Considerable,StormSlabs.png,PersistentSlabs.png,,NOICON.gif
19794,2/19/2014 0:00,Considerable,Considerable,Considerable,PersistentSlabs.png,StormSlabs.png,,Cornice.png
19795,2/20/2014 0:00,Considerable,Moderate,Moderate,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19796,2/21/2014 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,LooseDry.png,,NOICON.gif
19797,2/22/2014 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19798,2/23/2014 0:00,Considerable,Moderate,Moderate,WindSlabs.png,PersistentSlabs.png,,NOICON.gif
19799,2/24/2014 0:00,Moderate,Moderate,Moderate,WindSlabs.png,PersistentSlabs.png,,NOICON.gif
19800,2/25/2014 0:00,Moderate,Moderate,Moderate,PersistentSlabs.png,WindSlabs.png,,Cornice.png
19801,2/26/2014 0:00,Moderate,Moderate,Moderate,LooseWet.png,PersistentSlabs.png,,StormSlabs.png
19802,2/27/2014 0:00,Considerable,Considerable,Considerable,LooseWet.png,PersistentSlabs.png,,NOICON.gif
19803,2/28/2014 0:00,Moderate,Moderate,Moderate,LooseWet.png,Cornice.png,,NOICON.gif
19804,3/1/2014 0:00,Moderate,Moderate,Moderate,LooseWet.png,Cornice.png,,PersistentSlabs.png
19805,3/2/2014 0:00,Moderate,Low,Low,LooseWet.png,Cornice.png,,PersistentSlabs.png
19806,3/3/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19807,3/4/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19808,3/5/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19809,3/6/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19810,3/7/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19811,3/8/2014 0:00,Low,Low,Low,icon-low.gif,Cornice.png,,NOICON.gif
19812,3/9/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19813,3/10/2014 0:00,Considerable,Considerable,Considerable,StormSlabs.png,NOICON.gif,,NOICON.gif
19814,3/11/2014 0:00,High,High,High,StormSlabs.png,NOICON.gif,,NOICON.gif
19815,3/12/2014 0:00,Considerable,Considerable,Considerable,StormSlabs.png,LooseWet.png,,NOICON.gif
19816,3/13/2014 0:00,High,High,High,StormSlabs.png,PersistentSlabs.png,,NOICON.gif
19817,3/14/2014 0:00,High,High,High,StormSlabs.png,DeepPersistentSlabs.png,,LooseWet.png
19818,3/15/2014 0:00,Considerable,Considerable,Considerable,StormSlabs.png,DeepPersistentSlabs.png,,NOICON.gif
19819,3/16/2014 0:00,Considerable,Moderate,Moderate,DeepPersistentSlabs.png,WindSlabs.png,,NOICON.gif
19820,3/17/2014 0:00,Considerable,Moderate,Moderate,WindSlabs.png,DeepPersistentSlabs.png,,NOICON.gif
19821,3/18/2014 0:00,Moderate,Low,Low,DeepPersistentSlabs.png,LooseDry.png,,NOICON.gif
19822,3/19/2014 0:00,Moderate,Low,Low,DeepPersistentSlabs.png,Cornice.png,,LooseDry.png
19823,3/20/2014 0:00,Moderate,Low,Low,DeepPersistentSlabs.png,Cornice.png,,NOICON.gif
19824,3/21/2014 0:00,Moderate,Low,Low,DeepPersistentSlabs.png,Cornice.png,,NOICON.gif
19825,3/22/2014 0:00,Moderate,Low,Low,DeepPersistentSlabs.png,WindSlabs.png,,Cornice.png
19826,3/23/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19827,3/24/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19828,3/25/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19829,3/26/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19830,3/27/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19831,3/28/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19832,3/29/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19833,3/30/2014 0:00,Low,Low,Low,Cornice.png,NOICON.gif,,NOICON.gif
19834,3/31/2014 0:00,Low,Low,Low,Cornice.png,LooseDry.png,,NOICON.gif
19835,4/1/2014 0:00,Low,Low,Low,Cornice.png,LooseDry.png,,NOICON.gif
19836,4/2/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19837,4/3/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,icon-weather.gif
19838,4/4/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,icon-weather.gif
19839,4/5/2014 0:00,Low,Low,Low,WindSlabs.png,Cornice.png,,NOICON.gif
19840,4/6/2014 0:00,Moderate,Moderate,Moderate,LooseWet.png,Cornice.png,,NOICON.gif
19841,4/7/2014 0:00,Low,Low,Low,LooseWet.png,Cornice.png,,NOICON.gif
19842,4/8/2014 0:00,Low,Low,Low,WindSlabs.png,LooseDry.png,,NOICON.gif
19843,4/9/2014 0:00,Moderate,Low,Low,LooseDry.png,WindSlabs.png,,NOICON.gif
19844,4/10/2014 0:00,Low,Low,Low,LooseDry.png,NOICON.gif,,NOICON.gif
19845,4/11/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19846,4/12/2014 0:00,Moderate,Low,Low,WindSlabs.png,NOICON.gif,,NOICON.gif
19847,4/13/2014 0:00,Moderate,Low,Low,WindSlabs.png,Cornice.png,,NOICON.gif
19848,4/16/2014 0:00,Moderate,Moderate,Moderate,LooseWet.png,WindSlabs.png,,NOICON.gif
19849,4/17/2014 0:00,Moderate,Moderate,Moderate,LooseWet.png,Cornice.png,,NOICON.gif
19850,4/18/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19851,4/19/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19852,4/20/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19853,4/23/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19854,4/24/2014 0:00,Low,Low,Low,icon-low.gif,NOICON.gif,,NOICON.gif
19855,4/25/2014 0:00,Moderate,Low,Low,WindSlabs.png,NOICON.gif,,NOICON.gif
19856,4/26/2014 0:00,Moderate,Moderate,Moderate,WindSlabs.png,LooseWet.png,,NOICON.gif
19857,4/27/2014 0:00,Moderate,Moderate,Moderate,LooseWet.png,WindSlabs.png,,NOICON.gif
19858,4/29/2014 0:00,No Rating,No Rating,No Rating,icon-avalanche.gif,NOICON.gif,,icon-bear.png
19859,10/9/2014 0:00,No Rating,No Rating,No Rating,NOICON.gif,NOICON.gif,,NOICON.gif
19860,10/23/2014 0:00,No Rating,No Rating,No Rating,NOICON.gif,NOICON.gif,,NOICON.gif
19861,10/24/2014 0:00,No Rating,No Rating,No Rating,NOICON.gif,NOICON.gif,,NOICON.gif
19862,11/2/2014 0:00,No Rating,No Rating,No Rating,NOICON.gif,NOICON.gif,,NOICON.gif
19863,11/5/2014 0:00,No Rating,No Rating,No Rating,StormSlabs.png,Glide.png,,NOICON.gif
19864,11/8/2014 0:00,No Rating,No Rating,No Rating,LooseWet.png,StormSlabs.png,,NOICON.gif
19865,11/22/2014 0:00,Moderate,Moderate,No Rating,WindSlabs.png,Cornice.png,,Glide.png
19866,11/17/2014 0:00,No Rating,No Rating,No Rating,Glide.png,LooseWet.png,,NOICON.gif
19867,11/11/2014 0:00,No Rating,No Rating,No Rating,Glide.png,StormSlabs.png,,NOICON.gif
19868,11/14/2014 0:00,No Rating,No Rating,No Rating,Glide.png,LooseWet.png,,NOICON.gif
19869,8/8/2014 0:00,High,Considerable,No Rating,PersistentSlabs.png,LooseWet.png,,NOICON.gif
19870,11/25/2014 0:00,Low,Low,No Rating,WindSlabs.png,Glide.png,,NOICON.gif
19871,11/27/2014 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19872,11/29/2014 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19873,11/30/2014 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19874,12/2/2014 0:00,Moderate,Low,No Rating,WindSlabs.png,NOICON.gif,,NOICON.gif
19875,12/4/2014 0:00,Moderate,Low,No Rating,WindSlabs.png,LooseDry.png,,NOICON.gif
19876,12/5/2014 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19877,12/6/2014 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19878,12/7/2014 0:00,Moderate,Moderate,No Rating,LooseWet.png,WindSlabs.png,,Glide.png
19879,12/9/2014 0:00,Considerable,Considerable,No Rating,LooseWet.png,StormSlabs.png,,Glide.png
19880,12/11/2014 0:00,Moderate,Low,No Rating,WindSlabs.png,NOICON.gif,,Glide.png
19881,12/12/2014 0:00,Low,Low,No Rating,icon-low.gif,Cornice.png,,Glide.png
19882,12/13/2014 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,Glide.png
19883,12/14/2014 0:00,High,Considerable,No Rating,StormSlabs.png,LooseWet.png,,NOICON.gif
19884,12/16/2014 0:00,High,Considerable,No Rating,StormSlabs.png,LooseWet.png,,NOICON.gif
19885,12/18/2014 0:00,Considerable,Moderate,No Rating,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19886,12/19/2014 0:00,Considerable,Moderate,No Rating,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19887,12/20/2014 0:00,Considerable,Moderate,No Rating,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19888,12/21/2014 0:00,Considerable,Moderate,No Rating,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19889,12/22/2014 0:00,Considerable,Moderate,No Rating,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19890,12/23/2014 0:00,Moderate,Low,No Rating,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19891,12/24/2014 0:00,Moderate,Low,No Rating,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19892,12/25/2014 0:00,Moderate,Low,No Rating,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19893,12/26/2014 0:00,Moderate,Low,No Rating,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19894,12/27/2014 0:00,Moderate,Low,No Rating,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19895,12/28/2014 0:00,Moderate,Low,No Rating,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19896,12/29/2014 0:00,Considerable,Moderate,Moderate,WindSlabs.png,PersistentSlabs.png,,NOICON.gif
19897,12/30/2014 0:00,High,Considerable,Moderate,WindSlabs.png,LooseWet.png,,PersistentSlabs.png
19898,12/31/2014 0:00,Considerable,Moderate,Low,WindSlabs.png,NOICON.gif,,PersistentSlabs.png
19899,1/1/2015 0:00,Moderate,Moderate,No Rating,WindSlabs.png,PersistentSlabs.png,,NOICON.gif
19900,1/2/2015 0:00,Moderate,Low,No Rating,WindSlabs.png,PersistentSlabs.png,,NOICON.gif
19901,1/3/2015 0:00,Moderate,Low,No Rating,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19902,1/4/2015 0:00,Moderate,Low,No Rating,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19903,1/5/2015 0:00,Moderate,Low,No Rating,PersistentSlabs.png,NOICON.gif,,WindSlabs.png
19904,1/6/2015 0:00,Moderate,Low,No Rating,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19905,1/7/2015 0:00,Moderate,Low,No Rating,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19906,1/8/2015 0:00,Moderate,Moderate,No Rating,LooseWet.png,PersistentSlabs.png,,WindSlabs.png
19907,1/9/2015 0:00,Moderate,Moderate,No Rating,LooseWet.png,WindSlabs.png,,PersistentSlabs.png
19908,1/10/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,Glide.png
19909,1/11/2015 0:00,Low,Low,No Rating,icon-low.gif,Glide.png,,NOICON.gif
19910,1/12/2015 0:00,Low,Moderate,No Rating,Glide.png,LooseWet.png,,NOICON.gif
19911,1/13/2015 0:00,Moderate,Moderate,No Rating,Glide.png,WindSlabs.png,,NOICON.gif
19912,1/14/2015 0:00,Moderate,Moderate,No Rating,Glide.png,LooseWet.png,,WindSlabs.png
19913,1/15/2015 0:00,Considerable,Moderate,No Rating,LooseWet.png,WindSlabs.png,,Glide.png
19914,1/16/2015 0:00,Moderate,Moderate,No Rating,LooseWet.png,WindSlabs.png,,Glide.png
19915,1/17/2015 0:00,Moderate,Low,No Rating,WindSlabs.png,Glide.png,,NOICON.gif
19916,1/18/2015 0:00,Moderate,Low,No Rating,WindSlabs.png,Glide.png,,NOICON.gif
19917,1/19/2015 0:00,Moderate,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19918,1/20/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19919,1/21/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19920,1/22/2015 0:00,Moderate,Low,No Rating,WindSlabs.png,Cornice.png,,Glide.png
19921,1/23/2015 0:00,Moderate,Low,No Rating,StormSlabs.png,NOICON.gif,,icon-low.gif
19922,1/24/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19923,1/25/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19924,1/26/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19925,1/27/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19926,1/28/2015 0:00,Moderate,Low,No Rating,WindSlabs.png,NOICON.gif,,icon-low.gif
19927,1/29/2015 0:00,Low,Low,No Rating,WindSlabs.png,icon-low.gif,,NOICON.gif
19928,1/30/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19929,1/31/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19930,2/1/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19931,2/2/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19932,2/3/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,icon-weather.gif
19933,2/4/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19934,2/5/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19935,2/6/2015 0:00,Low,Low,No Rating,WindSlabs.png,NOICON.gif,,icon-weather.gif
19936,2/7/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19937,2/8/2015 0:00,Low,Low,No Rating,icon-low.gif,NOICON.gif,,NOICON.gif
19938,2/9/2015 0:00,Moderate,Low,No Rating,WindSlabs.png,LooseDry.png,,NOICON.gif
19939,2/10/2015 0:00,Moderate,Low,No Rating,WindSlabs.png,LooseDry.png,,NOICON.gif
19940,2/11/2015 0:00,Moderate,Moderate,No Rating,WindSlabs.png,StormSlabs.png,,NOICON.gif
19941,2/12/2015 0:00,Moderate,Moderate,No Rating,PersistentSlabs.png,LooseDry.png,,NOICON.gif
19942,2/13/2015 0:00,Moderate,Moderate,No Rating,PersistentSlabs.png,NOICON.gif,,LooseWet.png
19943,2/14/2015 0:00,Considerable,Moderate,No Rating,WindSlabs.png,PersistentSlabs.png,,LooseWet.png
19944,2/15/2015 0:00,Considerable,Moderate,No Rating,PersistentSlabs.png,LooseWet.png,,NOICON.gif
19945,2/16/2015 0:00,High,Considerable,No Rating,StormSlabs.png,PersistentSlabs.png,,LooseWet.png
19946,2/17/2015 0:00,Considerable,Moderate,No Rating,PersistentSlabs.png,LooseWet.png,,NOICON.gif
19947,2/18/2015 0:00,Considerable,Moderate,No Rating,PersistentSlabs.png,NOICON.gif,,LooseDry.png
19948,2/19/2015 0:00,Considerable,Moderate,No Rating,PersistentSlabs.png,NOICON.gif,,NOICON.gif
19949,2/20/2015 0:00,Considerable,Moderate,No Rating,PersistentSlabs.png,WindSlabs.png,,NOICON.gif
19950,2/21/2015 0:00,High,Considerable,Moderate,WindSlabs.png,PersistentSlabs.png,,LooseWet.png
19951,2/22/2015 0:00,Considerable,Considerable,Moderate,PersistentSlabs.png,WindSlabs.png,,icon-low.gif
19952,2/23/2015 0:00,Considerable,Considerable,No Rating,PersistentSlabs.png,LooseWet.png,,NOICON.gif
19953,2/24/2015 0:00,Considerable,Considerable,No Rating,LooseWet.png,PersistentSlabs.png,,NOICON.gif
